Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,178.35776,182.34799,175.97017,179.49933,179.49933,6962728938
2019-09-04,179.49199,180.1366,175.32536,175.99289,175.99289,5938120494
2019-09-05,175.96628,176.16391,171.74683,174.21713,174.21713,5589476516
2019-09-06,174.17223,177.7187,168.34134,169.95618,169.95618,6797611878
2019-09-07,169.95528,180.85161,169.44412,178.26262,178.26262,6791531342
2019-09-08,178.28259,182.97708,178.1425,181.35553,181.35553,6472677266
2019-09-09,181.36249,184.14946,177.41936,181.14946,181.14946,7232938985
2019-09-10,181.21284,184.06343,178.12242,179.78717,179.78717,6291476772
2019-09-11,179.83949,181.75746,176.50092,178.72549,178.72549,7157139035
2019-09-12,178.80377,181.99857,177.84732,181.0161,181.0161,5838605477
2019-09-13,180.97559,181.49829,178.58205,181.10973,181.10973,5955041237
2019-09-14,181.32158,188.44693,180.37221,188.10551,188.10551,6500686511
2019-09-15,188.06844,190.39934,186.44733,189.78912,189.78912,6222874780
2019-09-16,189.68933,198.20497,189.68933,197.11317,197.11317,8242029488
2019-09-17,197.11476,213.73195,196.71548,208.60875,208.60875,10232590812
2019-09-18,208.0506,216.7115,208.0506,211.39304,211.39304,9194634557
2019-09-19,211.24724,222.87169,204.68578,221.28085,221.28085,10620070913
2019-09-20,221.06963,221.59856,215.15964,218.05005,218.05005,8027974273
2019-09-21,217.89738,220.9583,215.00017,215.5162,215.5162,7743309778
2019-09-22,215.48656,216.08624,207.64493,211.54538,211.54538,7812854576
2019-09-23,211.71321,211.84052,201.88724,201.92131,201.92131,7494673136
2019-09-24,201.84209,203.50055,162.72778,168.11073,168.11073,11757739233
2019-09-25,168.13358,174.71977,164.91348,170.8927,170.8927,9766632018
2019-09-26,170.75691,171.69264,157.13033,166.72713,166.72713,7848286154
2019-09-27,166.6517,175.61078,163.2095,174.711,174.711,7909313625
2019-09-28,174.68083,175.77873,170.77396,174.57289,174.57289,6895423445
2019-09-29,174.61275,175.21022,166.9977,170.50348,170.50348,6497088199
2019-09-30,170.46135,179.87221,167.03661,179.87221,179.87221,7552915148
2019-10-01,180.20912,185.04553,175.81265,177.34042,177.34042,7676276225
2019-10-02,177.22406,180.82613,175.33427,180.71051,180.71051,6335595250
2019-10-03,180.7037,180.79921,172.59987,175.19934,175.19934,6381403725
2019-10-04,175.23843,178.55208,173.56409,176.985,176.985,6248928449
2019-10-05,176.94632,177.71324,173.06956,176.35152,176.35152,5837211771
2019-10-06,176.36438,177.36455,171.29977,173.05914,173.05914,5852890674
2019-10-07,172.94034,182.35635,171.52782,181.18634,181.18634,7844316834
2019-10-08,181.11336,184.35997,179.13339,182.02156,182.02156,7466282780
2019-10-09,182.0363,194.30049,180.66844,193.29326,193.29326,9088122101
2019-10-10,193.19107,193.89693,188.30647,191.65967,191.65967,8375913276
2019-10-11,191.80107,195.3188,181.66183,182.56969,182.56969,9128522970
2019-10-12,182.53403,186.30489,179.98483,180.82664,180.82664,7494328840
2019-10-13,180.86131,185.07591,180.31715,182.07515,182.07515,6733182273
2019-10-14,182.02847,187.30362,181.66228,186.96091,186.96091,7276520699
2019-10-15,186.97705,187.75987,179.46278,181.40607,181.40607,7731456579
2019-10-16,181.34373,181.66861,174.06416,176.0135,176.0135,7691244590
2019-10-17,175.90689,178.89955,174.56583,178.02835,178.02835,6737237423
2019-10-18,177.98856,178.17979,171.00505,173.62134,173.62134,7566257807
2019-10-19,173.64944,175.60823,172.21545,172.91302,172.91302,6551453871
2019-10-20,172.97476,176.71869,171.21072,175.53438,175.53438,6801091120
2019-10-21,175.52475,177.74173,173.28775,174.92099,174.92099,6815820627
2019-10-22,174.90506,175.65002,172.26624,172.30086,172.30086,6990951966
2019-10-23,172.2628,172.42058,157.46342,162.40279,162.40279,9624925919
2019-10-24,162.51411,164.14757,160.88795,162.16855,162.16855,7300917537
2019-10-25,162.18971,183.00012,161.96602,181.52321,181.52321,10358594018
2019-10-26,181.66707,195.9425,176.1338,179.83548,179.83548,13831784986
2019-10-27,179.93263,188.15533,177.68236,184.24222,184.24222,10815941952
2019-10-28,184.39751,187.88316,180.24956,182.66281,182.66281,10406734124
2019-10-29,182.67038,191.84676,182.36436,190.34258,190.34258,10622761958
2019-10-30,190.3364,191.11194,181.54637,184.69217,184.69217,10484902804
2019-10-31,184.79762,188.75127,180.06836,183.96692,183.96692,9607939606
2019-11-01,183.8037,185.05971,181.0945,183.96989,183.96989,9145611130
2019-11-02,184.01816,185.70895,182.79767,183.92572,183.92572,8087991830
2019-11-03,183.99483,185.02422,179.81815,182.42502,182.42502,8760247744
2019-11-04,182.31903,188.02293,181.82161,186.35519,186.35519,10551917945
2019-11-05,186.30931,191.25783,184.33199,189.30417,189.30417,10024177342
2019-11-06,189.11349,193.54726,188.66768,191.59384,191.59384,10156458684
2019-11-07,191.5043,191.8611,186.567,187.97655,187.97655,9081247799
2019-11-08,187.92427,188.81598,182.54137,184.21147,184.21147,9176780911
2019-11-09,184.31172,185.83853,183.90224,185.02872,185.02872,7277418704
2019-11-10,184.94336,190.92061,184.68678,189.47728,189.47728,8752784211
2019-11-11,189.50293,190.33842,185.08632,185.48964,185.48964,7877424106
2019-11-12,185.56483,187.94803,184.19106,186.84341,186.84341,7792186666
2019-11-13,186.94244,189.33188,185.93794,188.25874,188.25874,7343173596
2019-11-14,188.27251,188.6346,184.99229,185.99963,185.99963,7872664470
2019-11-15,186.05817,186.25183,179.37956,180.52118,180.52118,8815678477
2019-11-16,180.4991,184.15527,179.98567,183.34836,183.34836,6789888120
2019-11-17,183.35083,188.19135,182.33681,185.11923,185.11923,7364325471
2019-11-18,185.04146,186.92715,179.17551,180.5596,180.5596,7787662111
2019-11-19,180.50246,182.528,175.19711,177.45555,177.45555,7536699743
2019-11-20,177.41528,178.99315,175.29044,175.69835,175.69835,7205785149
2019-11-21,175.6736,176.20921,159.36513,161.46272,161.46272,8546371325
2019-11-22,161.50589,163.02809,142.3441,150.26817,150.26817,12020749863
2019-11-23,150.21222,154.10156,147.60124,153.41779,153.41779,8289198330
2019-11-24,153.43053,153.96591,142.8347,142.8347,142.8347,7782769098
2019-11-25,142.69701,150.20796,133.80234,146.47653,146.47653,10962753356
2019-11-26,146.40431,150.00476,145.21687,148.96507,148.96507,7648516297
2019-11-27,148.39682,154.88721,143.5256,153.01056,153.01056,8778095308
2019-11-28,153.06924,156.61359,151.09113,151.71758,151.71758,7346531960
2019-11-29,151.7686,156.8484,151.46043,155.30415,155.30415,7503898278
2019-11-30,155.28641,156.6913,151.22534,152.53969,152.53969,6565950868
2019-12-01,152.49193,152.49193,147.06793,151.18573,151.18573,7102780298
2019-12-02,151.17548,152.11696,147.6068,149.05916,149.05916,6670561362
2019-12-03,149.05824,150.31042,146.00168,147.95642,147.95642,6204379850
2019-12-04,147.91838,150.68082,145.00089,146.74774,146.74774,7865937094
2019-12-05,146.68649,153.1554,145.45908,149.24899,149.24899,6745910228
2019-12-06,149.39648,149.67052,147.60652,149.19444,149.19444,6458766441
2019-12-07,149.1976,149.79971,148.37477,148.76816,148.76816,5911233284
2019-12-08,148.74368,152.39293,148.31334,151.26472,151.26472,6441727252
2019-12-09,151.2244,151.91394,147.62137,148.22517,148.22517,6744206747
2019-12-10,148.17986,148.56447,144.90796,146.26704,146.26704,6859512025
2019-12-11,146.32065,147.13921,143.04536,143.608,143.608,7037180049
2019-12-12,143.61566,145.75165,141.43698,145.604,145.604,7890383413
2019-12-13,145.65569,145.8571,143.74652,144.94475,144.94475,7264810247
2019-12-14,144.95341,145.52908,142.43456,142.86923,142.86923,7048066973
2019-12-15,142.86499,143.92535,139.42696,143.11499,143.11499,7235153411
2019-12-16,143.13953,143.22485,132.45667,133.61403,133.61403,8992282119
2019-12-17,133.64719,134.01154,121.39508,122.60389,122.60389,9057166141
2019-12-18,122.65684,133.39417,119.78006,133.09219,133.09219,11864518321
2019-12-19,133.05278,134.19064,125.97166,129.32114,129.32114,9564699140
2019-12-20,129.38437,129.7563,126.98535,129.06606,129.06606,8173594150
2019-12-21,129.09596,129.14766,127.61209,128.13095,128.13095,7449064703
2019-12-22,128.09813,133.16003,127.92849,132.37251,132.37251,9121058481
2019-12-23,132.30699,134.73175,127.41672,128.61409,128.61409,9622497693
2019-12-24,128.62926,131.67229,127.30877,129.06389,129.06389,7961819689
2019-12-25,129.0685,129.0685,124.88549,126.45464,126.45464,8418019054
2019-12-26,126.48633,130.89835,125.40644,126.36122,126.36122,8600871980
2019-12-27,126.3688,128.09756,124.82081,127.21461,127.21461,8299390176
2019-12-28,127.21301,130.25816,126.8997,128.32271,128.32271,8069298610
2019-12-29,128.26688,136.8112,127.99766,134.75798,134.75798,9708776786
2019-12-30,134.79652,136.75735,131.54556,132.63348,132.63348,9796951716
2019-12-31,132.61227,133.73268,128.79816,129.61086,129.61086,8936866397
2020-01-01,129.63066,132.83536,129.19829,130.802,130.802,7935230330
2020-01-02,130.82004,130.82004,126.95491,127.41018,127.41018,8032709256
2020-01-03,127.41126,134.55402,126.49002,134.17171,134.17171,10476845358
2020-01-04,134.16852,136.05272,133.04056,135.06937,135.06937,7430904515
2020-01-05,135.0721,139.4102,135.04562,136.27678,136.27678,7526675353
2020-01-06,136.30554,144.32819,136.07964,144.30415,144.30415,9093747121
2020-01-07,144.312,145.00177,140.48888,143.54399,143.54399,9257954672
2020-01-08,143.48782,146.828,138.2682,141.25813,141.25813,9387194957
2020-01-09,141.15578,141.39398,136.2364,138.9792,138.9792,7697325348
2020-01-10,138.96704,144.16733,135.5204,143.96378,143.96378,9084816203
2020-01-11,143.4091,146.48091,142.20796,142.92711,142.92711,9332208590
2020-01-12,143.03255,146.14586,142.70764,145.87393,145.87393,8528167453
2020-01-13,146.22014,146.79123,142.90714,144.22659,144.22659,8378529470
2020-01-14,144.25105,167.68155,144.06493,165.95535,165.95535,16712318373
2020-01-15,165.73462,170.42567,161.10962,166.23068,166.23068,15173694057
2020-01-16,166.33282,167.05815,159.70964,164.39101,164.39101,13735193018
2020-01-17,164.48938,173.06921,162.7756,170.77995,170.77995,14997091826
2020-01-18,170.74773,178.52878,166.78902,175.36568,175.36568,14929342256
2020-01-19,175.46759,177.24763,163.67686,166.96985,166.96985,13713374132
2020-01-20,166.90413,169.11488,162.3316,167.12051,167.12051,11144529787
2020-01-21,167.06047,169.91011,165.81972,169.69716,169.69716,9789369362
2020-01-22,169.60854,171.0087,166.77423,168.29416,168.29416,9209827928
2020-01-23,168.2957,168.31224,160.29532,162.92856,162.92856,10396868698
2020-01-24,162.89937,164.30945,156.74974,163.05118,163.05118,10657671162
2020-01-25,163.06729,163.22723,158.63248,161.28394,161.28394,8256956802
2020-01-26,161.17682,168.22032,160.28113,168.0771,168.0771,9261861590
2020-01-27,168.00885,172.92291,166.90109,170.93089,170.93089,11004476145
2020-01-28,170.88486,176.37032,170.73807,176.37032,176.37032,11772875064
2020-01-29,176.34789,178.84297,175.05034,175.05034,175.05034,10725267311
2020-01-30,174.91771,186.26048,172.37463,184.69048,184.69048,12604789338
2020-01-31,184.73691,185.40584,176.29681,180.16017,180.16017,11728616394
2020-02-01,180.11377,183.84555,179.74518,183.67395,183.67395,11569697182
2020-02-02,183.5325,193.0804,180.17395,188.61754,188.61754,14054425389
2020-02-03,188.60741,193.43689,188.0127,189.86507,189.86507,12392875241
2020-02-04,189.86172,191.1115,185.40363,189.2506,189.2506,11714191695
2020-02-05,189.2991,206.804,188.75269,204.23024,204.23024,14865434435
2020-02-06,204.1297,214.59772,201.90407,212.33908,212.33908,16425589683
2020-02-07,212.31589,223.14093,212.3042,222.72606,222.72606,16673443564
2020-02-08,222.51097,226.58809,215.38629,223.14651,223.14651,16741203125
2020-02-09,222.98224,229.86424,222.98224,228.57857,228.57857,15031356241
2020-02-10,228.54913,229.18462,218.08005,223.52271,223.52271,16210008511
2020-02-11,223.38493,236.54713,218.61761,235.8512,235.8512,16964695963
2020-02-12,235.89822,272.39883,235.89627,265.40613,265.40613,24545049386
2020-02-13,265.0527,273.74106,258.92252,268.09924,268.09924,25801317504
2020-02-14,268.02328,285.05643,262.76251,284.2175,284.2175,23558253463
2020-02-15,284.56131,287.12369,264.27966,264.72858,264.72858,23682452994
2020-02-16,264.90405,272.88245,242.48441,259.89471,259.89471,25152366643
2020-02-17,259.89056,266.87125,244.33533,266.36343,266.36343,26024080089
2020-02-18,266.50882,283.19614,261.4639,281.94458,281.94458,26511477187
2020-02-19,282.03629,283.53793,259.76398,259.76398,259.76398,22679414413
2020-02-20,259.81985,263.6954,250.95126,257.94946,257.94946,23229828870
2020-02-21,257.89111,267.00485,255.68909,265.60062,265.60062,20867593292
2020-02-22,265.55157,266.38721,258.91315,262.33173,262.33173,16906032862
2020-02-23,262.27841,273.75415,261.96051,273.75415,273.75415,19585998814
2020-02-24,273.70508,275.53952,259.62515,265.21643,265.21643,22400845640
2020-02-25,265.28339,265.43149,246.85899,247.8176,247.8176,21878882134
2020-02-26,247.7402,249.6497,221.26656,225.68027,225.68027,26235617201
2020-02-27,225.68704,237.22893,212.66452,226.75339,226.75339,25645522790
2020-02-28,226.98761,234.20894,216.34621,226.7605,226.7605,22563530559
2020-02-29,226.83345,232.25662,219.84851,219.84851,219.84851,18181296376
2020-03-01,219.75269,226.67789,214.13043,218.9706,218.9706,18179807469
2020-03-02,218.71162,232.81158,217.28429,230.56978,230.56978,20305587789
2020-03-03,230.52397,232.32581,221.73267,224.47963,224.47963,19853178572
2020-03-04,224.56534,228.04042,222.08888,224.51797,224.51797,16567075208
2020-03-05,224.64189,234.36446,224.64189,229.26819,229.26819,18201291785
2020-03-06,229.16843,243.55498,228.74358,243.5253,243.5253,19374772256
2020-03-07,243.7502,249.97849,237.55128,237.85309,237.85309,19431652027
2020-03-08,237.78069,237.78069,200.60298,200.68906,200.68906,21381823651
2020-03-09,201.3185,207.4514,192.2699,201.98633,201.98633,23645428606
2020-03-10,202.86395,205.71425,198.0645,200.76724,200.76724,18344930072
2020-03-11,200.76804,202.9543,184.36215,194.86853,194.86853,16984790291
2020-03-12,194.73892,195.14793,111.21071,112.34712,112.34712,22134741655
2020-03-13,112.68999,137.42953,95.184303,133.20181,133.20181,27864623061
2020-03-14,133.58247,134.48438,122.41447,123.30602,123.30602,12740784545
2020-03-15,123.24606,132.24214,121.85365,125.2143,125.2143,12719251813
2020-03-16,124.99612,124.99612,105.17144,110.60587,110.60587,15984904590
2020-03-17,110.40678,118.98828,110.40678,113.94275,113.94275,12087490572
2020-03-18,113.85764,116.02162,111.74311,114.84227,114.84227,11617854009
2020-03-19,114.83983,140.52773,114.73286,136.59386,136.59386,16396753275
2020-03-20,136.64928,150.85381,122.60566,132.73717,132.73717,18960388062
2020-03-21,133.10176,135.97241,127.16376,132.81871,132.81871,13684083308
2020-03-22,132.85114,136.15164,122.90933,123.32115,123.32115,12497707224
2020-03-23,123.36598,134.91161,121.86788,134.91161,134.91161,14149877968
2020-03-24,135.19414,141.94853,133.16878,138.76144,138.76144,14609068673
2020-03-25,138.91496,141.40379,134.30423,136.19589,136.19589,13433092920
2020-03-26,136.19067,138.83057,134.88603,138.36156,138.36156,11367261176
2020-03-27,138.36993,139.90269,133.93794,133.93794,133.93794,11396286629
2020-03-28,134.03275,134.03275,126.96219,130.9865,130.9865,12162403960
2020-03-29,131.01534,131.17409,125.45005,125.58373,125.58373,9938133669
2020-03-30,125.5779,133.91147,125.28968,132.90454,132.90454,11841123306
2020-03-31,132.82092,134.27414,131.65289,133.59357,133.59357,11065246317
2020-04-01,133.61232,135.63455,129.73094,135.63455,135.63455,12456564435
2020-04-02,135.73218,146.78709,135.73218,142.02914,142.02914,15322861686
2020-04-03,142.11046,146.89987,139.61938,142.09131,142.09131,13184603402
2020-04-04,142.21518,145.3773,140.12183,145.21939,145.21939,11946658257
2020-04-05,145.26102,146.12852,142.10208,143.54665,143.54665,11280993591
2020-04-06,143.60822,169.27264,143.5446,169.13588,169.13588,21636382525
2020-04-07,169.14745,175.20413,164.20332,165.10194,165.10194,21659346091
2020-04-08,165.24033,173.21027,164.49319,172.64174,172.64174,17063110836
2020-04-09,172.76126,172.89778,167.98712,170.80714,170.80714,14901696210
2020-04-10,170.82927,170.94977,154.91447,158.41245,158.41245,17980944616
2020-04-11,158.53899,161.16757,155.29834,158.21602,158.21602,13555089447
2020-04-12,158.23239,164.51695,156.32051,161.14243,161.14243,15123721386
2020-04-13,160.72067,160.74969,151.61449,156.27956,156.27956,16465282133
2020-04-14,156.35596,160.94427,155.86594,157.59639,157.59639,14723156630
2020-04-15,157.56564,160.71112,152.80284,153.2869,153.2869,14171753737
2020-04-16,153.20042,173.15727,150.35942,172.15738,172.15738,22910469236
2020-04-17,172.27942,174.27591,169.75157,171.63858,171.63858,16714684266
2020-04-18,171.61807,187.94048,171.61807,186.914,186.914,20160323443
2020-04-19,186.86198,188.09892,180.12082,181.61496,181.61496,19146038381
2020-04-20,181.48022,186.08354,170.32127,172.29716,172.29716,21266681335
2020-04-21,172.01772,175.17847,170.55284,172.7377,172.7377,16458767984
2020-04-22,172.67039,183.75101,171.8266,182.59958,182.59958,17994666395
2020-04-23,182.62018,189.08887,180.34065,185.02867,185.02867,21275740032
2020-04-24,185.22211,190.21039,185.22211,189.23694,189.23694,16788555028
2020-04-25,189.2074,196.79237,188.45953,195.5153,195.5153,18260969748
2020-04-26,195.41359,199.34497,194.76807,197.31754,197.31754,18335367012
2020-04-27,197.47572,199.5528,193.45416,197.22472,197.22472,18670194595
2020-04-28,197.27351,198.78654,194.84943,198.41539,198.41539,18217507467
2020-04-29,198.46519,218.45464,198.12451,216.96823,216.96823,26397548759
2020-04-30,216.90913,227.52969,206.43692,207.60205,207.60205,28089191904
2020-05-01,207.90173,217.62802,207.78088,214.2191,214.2191,20816320834
2020-05-02,214.23009,215.84753,212.87868,215.32538,215.32538,18260876092
2020-05-03,215.35207,219.27087,208.69237,210.93315,210.93315,20469034664
2020-05-04,210.89085,211.82838,199.04773,208.17401,208.17401,22602446422
2020-05-05,208.013,211.77863,204.03113,206.7744,206.7744,19004689099
2020-05-06,206.48135,211.53462,204.04088,204.05579,204.05579,20343543799
2020-05-07,203.91286,214.39247,202.07484,212.28941,212.28941,23594744655
2020-05-08,212.19824,216.32768,208.83073,212.99158,212.99158,20445139356
2020-05-09,213.14217,214.73912,209.07152,211.60013,211.60013,18950547549
2020-05-10,211.5522,211.5522,182.71117,188.59956,188.59956,25211575193
2020-05-11,188.63219,191.36234,180.71834,185.91284,185.91284,20054601647
2020-05-12,185.87733,191.60135,185.7018,189.3125,189.3125,15899726284
2020-05-13,189.3741,200.19733,189.1277,199.19328,199.19328,17054662289
2020-05-14,198.89151,204.1176,196.86882,202.9491,202.9491,20150524861
2020-05-15,202.9554,203.56639,193.75568,195.62267,195.62267,16602342092
2020-05-16,195.61339,202.77119,194.50159,200.67712,200.67712,15379081645
2020-05-17,200.60887,209.16093,200.1028,207.15869,207.15869,15470397303
2020-05-18,207.17978,215.90846,207.10907,214.52505,214.52505,17411566928
2020-05-19,214.60493,214.60493,210.14305,213.45111,213.45111,14346192779
2020-05-20,213.44624,214.71683,207.97581,210.09674,210.09674,12730175511
2020-05-21,210.12915,211.62518,193.34644,199.88361,199.88361,13308321229
2020-05-22,199.83711,208.59154,198.04086,207.16919,207.16919,12041592114
2020-05-23,207.19449,210.38646,205.29422,208.6944,208.6944,10665476768
2020-05-24,208.71606,210.59508,202.37035,202.37035,202.37035,11833299572
2020-05-25,201.98265,206.36145,200.66756,205.31975,205.31975,10415044124
2020-05-26,205.25957,205.75255,200.26428,201.90231,201.90231,10159741290
2020-05-27,201.89301,208.86343,201.78506,208.86343,208.86343,10631034756
2020-05-28,208.88544,220.2765,206.24266,219.84042,219.84042,12212469604
2020-05-29,219.92505,224.21687,218.23805,220.67513,220.67513,12265816557
2020-05-30,220.71721,243.94315,218.74446,242.3456,242.3456,15027397867
2020-05-31,242.35138,244.04526,230.05283,230.97571,230.97571,12234904813
2020-06-01,230.86026,248.23628,230.48805,246.99176,246.99176,13951727936
2020-06-02,246.82819,252.222,233.2253,237.21906,237.21906,13782107567
2020-06-03,237.39522,244.17932,235.46445,244.17932,244.17932,9861760817
2020-06-04,244.10529,245.92897,236.7653,244.42639,244.42639,10170414304
2020-06-05,244.34959,247.3295,240.68205,241.22198,241.22198,9293963914
2020-06-06,241.20135,245.98105,239.72453,241.93132,241.93132,8114873845
2020-06-07,241.90808,245.43526,236.32526,245.16725,245.16725,9544883157
2020-06-08,245.17857,246.6442,241.54219,246.30991,246.30991,8076783299
2020-06-09,246.17502,248.34244,242.33855,244.91145,244.91145,8446545788
2020-06-10,244.82207,248.65115,242.81975,247.44495,247.44495,8792990206
2020-06-11,247.54854,249.88831,229.94298,231.70267,231.70267,12356528860
2020-06-12,231.62546,239.35469,229.64507,237.49321,237.49321,8868955009
2020-06-13,237.54462,239.1931,235.88968,238.90884,238.90884,7141624980
2020-06-14,238.96819,239.10146,232.95819,234.1147,234.1147,7439385176
2020-06-15,234.0583,234.23784,221.24176,229.92891,229.92891,10536099884
2020-06-16,229.7623,236.3943,228.42615,234.41617,234.41617,7965648016
2020-06-17,234.49237,235.95406,229.34164,233.02827,233.02827,7701391592
2020-06-18,232.8987,234.57065,228.95143,232.10117,232.10117,6713800872
2020-06-19,231.95497,232.15411,226.79518,227.13829,227.13829,6946372590
2020-06-20,226.97636,231.44902,226.64062,229.27426,229.27426,6252830566
2020-06-21,229.21614,232.35895,228.493,228.98982,228.98982,5600408178
2020-06-22,229.00337,243.77602,228.93474,242.53319,242.53319,9079586552
2020-06-23,242.53702,244.86441,239.75974,244.14215,244.14215,6624530348
2020-06-24,244.18593,248.50803,232.80774,235.77246,235.77246,8815030025
2020-06-25,235.70285,236.05341,230.2966,232.94449,232.94449,7010426122
2020-06-26,232.87749,233.90193,229.25946,229.66805,229.66805,7187490226
2020-06-27,229.63148,232.49342,220.56458,222.95979,222.95979,6918380955
2020-06-28,222.91449,228.59828,219.47267,225.34717,225.34717,6205925718
2020-06-29,225.36143,229.90321,222.25499,228.19487,228.19487,6726164653
2020-06-30,227.96843,229.47681,224.81519,226.315,226.315,6094093001
2020-07-01,226.13458,232.75612,224.83574,231.11342,231.11342,6463737443
2020-07-02,231.28891,232.39688,225.46196,229.3922,229.3922,6212210566
2020-07-03,229.31895,229.62932,224.91397,225.38707,225.38707,5109032700
2020-07-04,225.28848,230.05414,225.13332,229.07411,229.07411,5228310135
2020-07-05,228.9762,229.85672,224.54449,227.6646,227.6646,5292172429
2020-07-06,227.68501,242.13271,227.02953,241.51022,241.51022,8782917553
2020-07-07,240.9726,242.68185,234.21866,239.07553,239.07553,6441497597
2020-07-08,239.15997,248.30887,238.39838,246.67001,246.67001,9892586411
2020-07-09,246.74829,247.29167,239.89865,243.01596,243.01596,8429099199
2020-07-10,242.86801,242.88379,236.73053,240.98499,240.98499,7281370522
2020-07-11,241.04478,241.52748,238.33124,239.45818,239.45818,5643067316
2020-07-12,239.45964,243.31114,237.77022,242.1317,242.1317,6596394718
2020-07-13,242.18187,244.31052,238.23238,239.60458,239.60458,7787751468
2020-07-14,239.97562,242.00378,237.79619,240.21149,240.21149,7357458555
2020-07-15,240.14365,241.40269,237.09618,238.42352,238.42352,6189328448
2020-07-16,238.45091,239.00626,231.62117,233.64088,233.64088,5832057567
2020-07-17,233.69139,234.41507,232.10997,232.77309,232.77309,5859850529
2020-07-18,232.85568,236.54398,232.32489,235.48381,235.48381,5397402117
2020-07-19,235.4583,239.16069,233.27974,238.48752,238.48752,6251377305
2020-07-20,238.49487,239.57625,234.85265,236.15317,236.15317,5600686192
2020-07-21,236.30251,246.18626,235.68097,245.01672,245.01672,6806696015
2020-07-22,245.03726,262.98505,242.48434,262.19064,262.19064,7702077383
2020-07-23,262.38864,277.58347,261.04709,274.68906,274.68906,10281309262
2020-07-24,274.72269,286.19284,269.23978,279.21542,279.21542,9466060358
2020-07-25,279.02637,306.741,279.02637,304.05676,304.05676,10785021813
2020-07-26,303.69238,316.38632,300.26782,309.64362,309.64362,12003973026
2020-07-27,309.65793,330.7012,309.65793,321.5141,321.5141,15644257058
2020-07-28,321.82974,325.90598,307.72134,316.65726,316.65726,12357108065
2020-07-29,316.55536,324.3808,313.10959,318.19089,318.19089,10878845706
2020-07-30,318.14499,338.6312,315.7511,334.58664,334.58664,11827689045
2020-07-31,334.63373,348.61136,329.34094,345.55466,345.55466,12030600492
2020-08-01,345.79861,388.84796,343.58743,385.19971,385.19971,14045259477
2020-08-02,385.54987,411.2283,357.14365,370.67172,370.67172,18909744275
2020-08-03,371.13385,396.50699,369.33633,386.29517,386.29517,12834648062
2020-08-04,386.15646,400.70062,382.98511,389.87549,389.87549,14086704221
2020-08-05,389.71082,406.30396,386.21848,401.59058,401.59058,12875466638
2020-08-06,401.58386,403.48868,392.60019,394.96194,394.96194,11304626458
2020-08-07,395.22687,398.24902,367.93552,379.51285,379.51285,12751687084
2020-08-08,379.55157,393.98737,377.34973,393.98737,393.98737,9342060531
2020-08-09,395.30524,399.73709,385.83072,391.12045,391.12045,9451065592
2020-08-10,391.0415,399.37595,391.0415,395.88757,395.88757,11685827893
2020-08-11,395.89471,398.47891,370.86063,380.38406,380.38406,12792218737
2020-08-12,380.06381,391.31232,367.92361,391.02417,391.02417,12408772745
2020-08-13,390.8381,432.9046,379.71088,428.74179,428.74179,18480303526
2020-08-14,428.67728,444.57776,423.34586,437.39783,437.39783,15064589987
2020-08-15,437.56299,441.75461,429.8746,433.35492,433.35492,12416067894
2020-08-16,433.35059,436.26584,415.08624,433.78662,433.78662,12168816874
2020-08-17,433.97375,442.73499,422.64728,429.53125,429.53125,13227089410
2020-08-18,429.66962,432.58029,419.6741,423.66931,423.66931,11978984079
2020-08-19,423.73859,427.02466,396.67834,406.46378,406.46378,13137391167
2020-08-20,406.75891,418.73444,404.02609,416.43979,416.43979,10043032427
2020-08-21,416.14877,418.63797,387.44113,389.12634,389.12634,11781796374
2020-08-22,389.0311,396.46658,382.81464,395.83514,395.83514,10131847985
2020-08-23,395.56284,396.49042,385.03979,391.38449,391.38449,8137303970
2020-08-24,391.67899,409.38858,389.31461,408.1442,408.1442,10328860398
2020-08-25,408.07169,408.52792,374.35538,384.00104,384.00104,12428442042
2020-08-26,383.97745,391.87326,378.70584,386.46613,386.46613,9967343483
2020-08-27,386.60986,395.34918,374.86649,382.63263,382.63263,10457777652
2020-08-28,382.62958,397.75763,381.27383,395.87466,395.87466,9120674421
2020-08-29,395.68759,405.61636,393.03741,399.92148,399.92148,8777703481
2020-08-30,399.6167,428.66397,399.60837,428.39572,428.39572,11211948040
2020-08-31,428.509,438.56033,419.77017,435.07974,435.07974,12774741797
2020-09-01,434.87445,487.21188,432.07919,477.05191,477.05191,18862763756
2020-09-02,477.00787,480.33099,424.46002,440.0405,440.0405,19691854014
2020-09-03,440.23999,449.53247,381.1297,385.67194,385.67194,19622845896
2020-09-04,384.67163,402.41174,371.63669,388.24115,388.24115,16747106257
2020-09-05,388.03839,394.17227,316.77435,335.26007,335.26007,29880047640
2020-09-06,335.33456,359.76404,319.0419,353.36227,353.36227,27643678917
2020-09-07,353.45026,358.21188,326.25436,352.67349,352.67349,21763614732
2020-09-08,353.20227,355.56287,328.81677,337.60211,337.60211,17991403432
2020-09-09,337.82492,359.16449,332.16501,351.11002,351.11002,14547933520
2020-09-10,351.42932,377.39359,351.11176,368.1019,368.1019,31421134556
2020-09-11,368.1185,376.6304,355.58258,374.69559,374.69559,27296269329
2020-09-12,374.5954,387.53845,367.84219,387.18311,387.18311,13295405814
2020-09-13,387.51929,388.95981,354.34018,365.57001,365.57001,15005899191
2020-09-14,365.69958,384.4852,357.56976,377.26886,377.26886,17536695361
